date,product_id,price,discount,campaign_active,orders,page_views,add_to_cart
2023-01-19,P006,989.8559037598985,15.0,1,16.320651321843915,61.0,16
2023-01-19,P009,391.5910549961197,0.0,0,14.958542672820338,46.0,9
2023-01-20,P008,796.4510708812062,5.0,1,15.310977663195649,63.0,12
2023-01-20,P009,609.1989579699044,30.0,0,19.623944793119446,59.0,21
2023-01-20,P011,263.89642493942495,10.0,0,24.00500758005199,76.0,27
2023-01-20,P015,462.2950392372825,0.0,0,19.505739938492834,60.0,19
2023-01-20,P006,479.5335410979536,0.0,1,24.192226747767133,97.0,18
2023-01-20,P010,840.3254883205066,10.0,1,19.173870730874757,84.0,16
2023-01-20,P007,548.2816781599051,0.0,0,19.95153434120259,56.0,19
2023-01-20,P003,195.92085711580694,0.0,0,20.32396309494649,65.0,22
2023-01-21,P003,265.93382861106693,0.0,1,31.423705188635648,118.0,35
2023-01-21,P011,749.379575009715,15.0,1,20.827092458399576,88.0,24
2023-01-21,P015,456.9844357468489,30.0,0,18.192981342206217,59.0,19
2023-01-21,P019,585.858501017374,0.0,1,21.42778867577685,49.0,11
2023-01-21,P016,861.7670643831016,30.0,0,16.263805723684523,48.0,16
2023-01-21,P018,409.9453588398099,5.0,0,28.336407155409194,96.0,30
2023-01-21,P020,734.4329947200578,10.0,0,19.003572518143727,58.0,21
2023-01-21,P004,965.8889071877059,20.0,0,14.831960894717579,37.0,17
2023-01-22,P010,988.9012071969823,25.0,0,17.994404399165454,38.0,15
2023-01-22,P004,262.5178106146002,10.0,1,31.505534200802586,117.0,29
2023-01-22,P019,130.55138072721897,15.0,0,27.584080065967704,124.0,11
2023-01-22,P011,875.8383858903821,20.0,0,17.94863360340237,77.0,15
2023-01-22,P002,846.0239267356096,0.0,0,12.900592809215105,48.0,10
2023-01-22,P018,169.25788146628824,15.0,0,25.81946880723028,106.0,30
2023-01-22,P009,752.2900943758854,0.0,0,18.152111578628528,48.0,20
2023-01-22,P014,386.8772526388629,15.0,1,29.96799418782847,107.0,31
2023-01-23,P016,531.8031941708543,10.0,0,15.244505801209018,33.0,7
2023-01-23,P009,402.73341744557985,10.0,1,23.297687729186876,88.0,17
2023-01-23,P013,103.0117258386813,10.0,0,25.180202922315807,111.0,24
2023-01-23,P008,630.1976810238053,0.0,1,20.28314237655426,84.0,9
2023-01-23,P001,140.59060949829086,0.0,0,19.070315238087225,64.0,11
2023-01-23,P005,629.6988060759209,30.0,1,25.972399327113685,103.0,29
2023-01-23,P004,640.7186017979782,25.0,1,21.81498191241198,95.0,11
2023-01-23,P006,461.4222127829387,20.0,0,20.042271805387617,51.0,9
2023-01-24,P004,895.4072964670831,25.0,1,17.34581826653708,69.0,15
2023-01-24,P016,782.4146281336822,15.0,0,11.753407077904736,31.0,14
2023-01-24,P012,834.249812491556,0.0,0,16.243277457058873,68.0,17
2023-01-24,P015,622.07758705403,0.0,1,20.96794742205875,47.0,25
2023-01-24,P007,339.04003832983545,0.0,1,24.98250268367695,61.0,25
2023-01-24,P005,595.7716335482254,0.0,0,17.50366373805909,67.0,13
2023-01-24,P006,435.41966531108255,0.0,1,18.781956955075103,46.0,22
2023-01-24,P008,298.16488175483016,15.0,0,21.565959470331855,52.0,16
2023-01-25,P004,817.6834194462353,15.0,1,18.20767218859876,62.0,12
2023-01-25,P007,,15.0,0,15.080759329195729,62.0,11
2023-01-25,P009,656.7502403936659,20.0,0,15.873518626365271,42.0,17
2023-01-25,P001,769.157430662447,0.0,1,13.938831578720656,57.0,16
2023-01-25,P006,848.9207601619677,10.0,0,14.68443078930881,59.0,10
2023-01-25,P005,983.0675602246811,15.0,0,10.577169979136468,36.0,8
2023-01-25,P011,670.6051327896503,10.0,1,19.920786249017844,72.0,22
2023-01-25,P002,587.1399208084993,30.0,0,18.107710441384405,38.0,8
2023-01-26,P008,976.1400722596572,30.0,1,20.098994727346906,59.0,21
2023-01-26,P019,122.12822481292136,0.0,0,19.68602644003055,52.0,15
2023-01-26,P020,539.7788713641992,20.0,0,13.889592836599274,33.0,10
2023-01-26,P007,997.4120501419401,5.0,0,11.77538689893433,35.0,9
2023-01-26,P003,247.26143907250227,20.0,0,27.16217485240134,78.0,20
2023-01-26,P016,345.9335742983884,30.0,0,27.94280202484472,107.0,28
2023-01-26,P009,489.1013209383417,25.0,0,16.470261673181724,58.0,19
2023-01-26,P010,346.793682113803,30.0,0,29.149175526881653,125.0,23
2023-01-27,P010,116.07570323048743,20.0,0,24.70003939946865,58.0,26
2023-01-27,P020,101.1086516497833,10.0,0,18.852330414509037,41.0,19
2023-01-27,P004,322.7859600430377,10.0,0,21.738077849909015,73.0,14
2023-01-27,P011,393.3329175568674,10.0,0,16.464010896007142,33.0,14
2023-01-27,P017,985.9162666626136,0.0,0,10.313360392080135,41.0,10
2023-01-27,P007,977.2298666836209,15.0,0,16.92721253711708,55.0,7
2023-01-27,P005,781.353340850101,30.0,1,22.789712645877728,73.0,16
2023-01-27,P019,231.32986663163092,0.0,0,22.442932106446083,65.0,27
2023-01-28,P007,389.88523199740183,30.0,0,29.584296816241064,87.0,27
2023-01-28,P003,137.06514575134452,15.0,1,37.407174807531554,115.0,25
2023-01-28,P014,211.79797005525342,25.0,0,34.71519995609279,71.0,21
2023-01-28,P004,368.9522977035825,25.0,1,39.11572748454841,86.0,22
2023-01-28,P019,662.7741941925531,20.0,0,25.318677206147715,83.0,18
2023-01-28,P017,597.7013073327626,10.0,1,22.826051180974236,54.0,13
2023-01-28,P006,532.8134483040864,0.0,0,22.90229043510495,90.0,12
2023-01-28,P005,633.9507834791609,15.0,0,17.676887088089792,47.0,12
2023-01-29,P011,685.2931177122432,0.0,0,15.326701033292515,34.0,14
2023-01-29,P015,881.4452548675424,15.0,1,14.678431434535373,38.0,8
2023-01-29,P001,482.94400100326783,0.0,0,19.686056625057947,57.0,9
2023-01-29,P017,494.7538772706314,15.0,0,24.77319976643589,52.0,11
2023-01-29,P012,886.0809142734945,25.0,0,18.55912773893683,44.0,11
2023-01-29,P010,921.1270110550219,0.0,0,10.536868235042604,30.0,6
2023-01-29,P009,668.4041980832685,15.0,0,19.75094441087726,55.0,16
2023-01-29,P006,261.71479798321775,0.0,1,29.14293988956348,117.0,22
2023-01-30,P017,459.1413515234,25.0,0,25.999988213573157,107.0,17
2023-01-30,P010,456.9937987092058,0.0,0,20.806151337244515,52.0,22
2023-01-30,P019,895.3387026946773,5.0,0,16.209895514575653,37.0,13
2023-01-30,P003,231.18091142027652,5.0,0,18.97191782522927,68.0,9
2023-01-30,P001,953.7250193662903,0.0,0,14.528178073219577,58.0,9
2023-01-30,P015,421.0588477360015,10.0,1,17.983383790040996,79.0,21
2023-01-30,P011,734.8470347009833,5.0,1,21.342624473405593,43.0,25
2023-01-30,P002,130.76898934524235,30.0,0,36.34069395294126,110.0,22
2023-01-31,P008,675.2079440339503,25.0,0,11.74306014987423,45.0,6
2023-01-31,P014,700.1778317914939,0.0,0,19.68564406110379,80.0,16
2023-01-31,P009,377.13694743207185,15.0,0,21.243865429131027,46.0,17
2023-01-31,P007,499.375197374114,25.0,0,18.064588348491778,67.0,13
2023-01-31,P017,723.3633570035481,20.0,1,19.60758632549837,53.0,16
2023-01-31,P010,656.0625161810924,25.0,0,22.706029187661894,50.0,13
2023-01-31,P002,127.34835372715318,25.0,0,21.880662227373993,71.0,11
2023-01-31,P013,692.9969232093915,5.0,0,15.820922930938803,38.0,14
2023-02-01,P016,911.2380846295998,25.0,0,13.995377339086426,54.0,16
2023-02-01,P007,367.1823471042527,15.0,0,23.47082144275957,90.0,12
2023-02-01,P003,667.1878734962298,15.0,0,18.108905298312855,74.0,17
2023-02-01,P008,636.8369274868794,10.0,0,10.697856879058104,31.0,8
2023-02-01,P010,113.20035134163743,10.0,0,27.88435891496147,57.0,18
2023-02-01,P019,550.4007782176673,10.0,1,23.571857583118103,62.0,26
2023-02-01,P011,862.4506252353168,25.0,1,13.880456531061677,44.0,11
2023-02-01,P020,529.0259275370432,5.0,0,17.09126202435186,64.0,15
2023-02-02,P019,191.27874560429487,10.0,0,18.984715669933117,56.0,14
2023-02-02,P006,822.7233080493971,10.0,0,10.942368360882782,37.0,5
2023-02-02,P002,649.3004049798266,15.0,0,13.879845406626558,46.0,12
2023-02-02,P001,263.0344145812123,15.0,0,21.378931054371822,52.0,16
2023-02-02,P016,572.6470453003542,15.0,0,13.271922730188452,47.0,6
2023-02-02,P010,966.6341877138218,10.0,1,17.430264294847877,54.0,15
2023-02-02,P008,595.2038879406356,0.0,0,15.34029064767241,62.0,6
2023-02-02,P003,837.2699734841112,25.0,0,15.897972154025235,59.0,9
2023-02-03,P012,185.98178245120135,15.0,0,19.141515875656328,44.0,20
2023-02-03,P014,763.1863704497639,25.0,0,16.439697581429748,53.0,7
2023-02-03,P020,186.14309996814555,0.0,0,23.484636059777635,88.0,22
2023-02-03,P007,308.7523865043779,5.0,0,26.27610424583647,58.0,30
2023-02-03,P006,547.0901729732525,30.0,0,17.541433062441648,70.0,9
2023-02-03,P013,485.3796534330533,15.0,0,23.37196128269199,60.0,17
2023-02-03,P003,992.1303943319695,0.0,0,13.024169542533494,42.0,11
2023-02-03,P019,346.74459990382525,0.0,0,22.865431546599563,99.0,17
2023-02-04,P012,586.0107231440595,25.0,0,14.995913638948112,51.0,13
2023-02-04,P014,399.70172175237815,15.0,1,30.448409885930104,93.0,22
2023-02-04,P018,695.6552708644408,10.0,1,19.230563846288618,39.0,10
2023-02-04,P013,606.0671342901188,30.0,0,21.607076856402454,50.0,10
2023-02-04,P005,721.0044017385992,0.0,0,15.137757078527569,52.0,15
2023-02-04,P016,780.5469960057214,0.0,0,12.51810666708822,40.0,7
2023-02-04,P002,815.9049647107563,25.0,0,14.278012185796374,42.0,15
2023-02-04,P010,993.2351519425376,25.0,0,16.102667273686407,69.0,16
2023-02-05,P009,411.6895917301032,0.0,0,18.473892534580855,52.0,8
2023-02-05,P003,948.1483171920098,25.0,0,18.967057717177237,63.0,11
2023-02-05,P017,807.648361081385,10.0,0,15.392080107777915,53.0,10
2023-02-05,P013,457.46089968628996,10.0,0,13.340464007195227,44.0,12
2023-02-05,P014,706.8734257681435,10.0,1,20.117340153371813,64.0,21
2023-02-05,P010,836.8615036668431,0.0,0,12.868290653261235,37.0,6
2023-02-05,P016,238.41203470122798,0.0,1,31.537141896493793,135.0,19
2023-02-05,P015,617.6470154469624,10.0,0,18.841322009002344,59.0,13
2023-02-06,P011,555.4967993620758,0.0,0,14.629535896871811,49.0,8
2023-02-06,P010,634.8616755055972,25.0,1,23.26421466782268,85.0,19
2023-02-06,P008,349.97736137433503,25.0,0,22.623954490774853,49.0,18
2023-02-06,P015,428.3183972300765,5.0,0,17.441883987171494,69.0,11
2023-02-06,P002,272.60421003267453,0.0,0,21.241533861259896,70.0,17
2023-02-06,P007,367.619543413155,5.0,0,22.811647589462233,83.0,16
2023-02-06,P005,167.16683290337355,20.0,0,26.526570991626755,104.0,18
2023-02-06,P019,656.2465068584673,15.0,0,13.935916200201877,58.0,9
2023-02-07,P001,220.42336265153983,5.0,1,33.08046511989337,99.0,28
2023-02-07,P013,270.72536335720946,15.0,0,24.629234717352265,99.0,19
2023-02-07,P012,850.8730293592907,15.0,0,10.784426198262558,29.0,6
2023-02-07,P015,681.4811111162572,10.0,0,13.431806719079834,49.0,6
2023-02-07,P009,234.3140001551585,0.0,1,27.574007963285577,62.0,14
2023-02-07,P010,829.6173351876396,15.0,1,13.862702385809671,28.0,6
2023-02-07,P008,453.1543493756271,30.0,0,22.478111816290543,50.0,17
2023-02-07,P014,948.5480272719356,20.0,0,12.608031508880769,35.0,7
2023-02-08,P015,195.12413191564667,30.0,0,28.987623692642273,60.0,21
2023-02-08,P016,821.9175023148288,0.0,0,14.25862312380807,51.0,9
2023-02-08,P019,557.7213605028206,5.0,0,13.637447057314768,38.0,11
2023-02-08,P003,594.654439347032,20.0,0,13.039400266999003,50.0,13
2023-02-08,P004,481.8671972963993,0.0,0,17.007760388076417,36.0,13
2023-02-08,P009,305.05817578879896,30.0,0,24.93062524165894,,11
2023-02-08,P013,109.38492945766276,0.0,0,24.65062183019779,74.0,10
2023-02-08,P020,389.9939531001655,0.0,0,17.658943908095658,52.0,10
2023-02-09,P018,948.7682539702369,0.0,0,12.378846974754874,29.0,9
2023-02-09,P005,681.2297313896854,0.0,1,16.96675604143029,76.0,7
2023-02-09,P014,875.2329967270924,20.0,1,19.92372897741648,54.0,13
2023-02-09,P012,514.485547546726,20.0,1,20.901242316669958,79.0,23
2023-02-09,P004,798.8027018497522,15.0,0,14.702434456546666,37.0,7
2023-02-09,P006,943.649259847407,0.0,0,12.054560983489814,51.0,14
2023-02-09,P003,218.55589610910573,15.0,1,28.6271838819028,85.0,31
2023-02-09,P019,856.63272521008,15.0,0,10.571974452758981,45.0,11
2023-02-10,P018,891.8348373477448,15.0,0,15.171068072836217,43.0,17
2023-02-10,P002,653.4804163070191,15.0,0,17.63587854311632,36.0,8
2023-02-10,P006,584.8261006087353,10.0,1,21.684062659251293,71.0,11
2023-02-10,P011,109.92845283621921,15.0,1,32.01519923006131,106.0,16
2023-02-10,P016,710.5409405696277,20.0,1,20.64386574626553,47.0,10
2023-02-10,P019,212.24265122025145,5.0,0,10.481089904035187,27.0,7
2023-02-10,P014,802.3597985325471,0.0,0,11.574863264075836,46.0,12
2023-02-10,P004,448.9062352753548,5.0,1,20.852355777814992,44.0,13
2023-02-11,P009,169.35245122089805,0.0,0,26.344929293577017,85.0,16
2023-02-11,P018,809.7534682051657,10.0,0,17.488790193891226,58.0,16
2023-02-11,P001,232.70727403565556,0.0,0,22.5980390901801,84.0,11
2023-02-11,P011,638.402764657365,15.0,1,23.206336899729227,49.0,16
2023-02-11,P006,939.8019982092019,15.0,0,18.531757615952042,64.0,12
2023-02-11,P013,206.50257183104858,5.0,1,33.06984679184332,66.0,36
2023-02-11,P015,445.4496567397396,10.0,0,19.817404237948654,53.0,16
2023-02-11,P019,401.06015986773895,0.0,0,16.891106793060725,55.0,15
2023-02-12,P019,534.6719848768197,0.0,0,18.17636717856374,78.0,9
2023-02-12,P011,493.1656323536616,15.0,1,33.921324975988256,79.0,39
2023-02-12,P002,243.0173509024182,15.0,0,28.75518484109867,70.0,19
2023-02-12,P007,960.9531589751122,0.0,0,16.339751773440515,60.0,16
2023-02-12,P001,353.96836722388014,0.0,0,20.308312668508425,60.0,24
2023-02-12,P004,344.7547535157679,20.0,0,26.34938322447542,94.0,21
2023-02-12,P008,,0.0,0,9.03513432360707,41.0,7
2023-02-12,P009,412.6089936329584,25.0,0,27.91997850447291,125.0,14
2023-02-13,P017,377.8288690358757,25.0,1,24.999011148752615,72.0,18
2023-02-13,P006,179.95622057880794,15.0,0,29.096105789583973,95.0,31
2023-02-13,P004,982.4651398009954,0.0,0,14.58937647212212,62.0,7
2023-02-13,P001,593.9547910480528,15.0,0,17.65518646368874,39.0,20
2023-02-13,P013,862.2268552797038,5.0,0,10.425205630298832,33.0,10
2023-02-13,P003,187.80625921536978,25.0,0,27.556195795914302,81.0,20
2023-02-13,P020,774.3553414261988,,1,15.125231432552873,41.0,13
2023-02-13,P002,980.2556361761757,20.0,0,12.429016496782998,56.0,6
2023-02-14,P020,184.73671911312812,0.0,0,24.432411025994167,94.0,14
2023-02-14,P018,434.73940112517835,10.0,0,17.449012006293145,52.0,11
2023-02-14,P013,184.06717477776604,5.0,0,25.562461058237226,104.0,18
2023-02-14,P003,348.7975215250565,0.0,0,16.402575654869082,53.0,19
2023-02-14,P001,,25.0,0,30.83206176752756,129.0,21
2023-02-14,P010,249.43088207457592,15.0,0,16.199307532446863,,13
2023-02-14,P012,907.467706868157,0.0,0,11.232431354796299,29.0,6
2023-02-14,P002,427.3238122805262,15.0,1,24.877858296628997,65.0,25
2023-02-15,P010,484.7407191285536,0.0,0,19.482123552480257,65.0,17
2023-02-15,P015,747.4182601322427,25.0,0,22.169368237963997,60.0,17
2023-02-15,P019,758.3468413063262,0.0,1,16.517994315297003,39.0,19
2023-02-15,P002,739.2185187609804,0.0,0,15.741479583843919,71.0,18
2023-02-15,P017,839.4732079394245,10.0,0,15.624703300352895,66.0,14
2023-02-15,P016,401.68724263378544,0.0,1,21.979558626329354,79.0,25
2023-02-15,P008,843.3803914372736,0.0,0,11.29483533172112,48.0,10
2023-02-15,P020,505.31588101487137,15.0,0,15.904024983158811,69.0,17
