date,product_id,price,discount,campaign_active,orders,page_views,add_to_cart,dayofweek,month,is_weekend,is_holiday,orders_lag_1,orders_lag_7,orders_lag_14,rolling_mean_7,rolling_mean_14
2023-06-15,P001,267.9206493282772,0.0,1,27.366527506460464,64.0,28,3,6,0,0,22.97589728296132,10.744569846689718,20.944450661868068,16.524254986162727,18.77473080771022
2023-06-16,P001,611.487235970133,5.0,0,18.576737813189453,75.0,16,4,6,0,0,27.366527506460464,12.699950044822664,29.932823532687618,18.898820366129975,19.233450582323965
2023-06-17,P001,682.50005505807,0.0,0,21.163513694530696,49.0,17,5,6,1,0,18.576737813189453,24.244569551841348,16.872581953225247,19.738361475896657,18.422301602359806
2023-06-20,P001,465.4739193037939,20.0,0,23.954353176214703,62.0,26,1,6,0,0,21.163513694530696,19.34922700808287,17.02517567113382,19.298210639137995,18.72879672673877
2023-06-23,P001,822.3046733364652,10.0,0,10.396929225912652,45.0,6,4,6,0,0,23.954353176214703,15.575231264499234,27.442049079381945,19.95608580601397,19.22373797710169
2023-06-25,P001,644.3215856595674,10.0,1,16.93280381474216,40.0,13,6,6,1,0,10.396929225912652,10.080339904241928,13.029171477560183,19.21632837193017,18.006229416139597
2023-06-26,P001,737.8090479689563,0.0,0,12.118251009719788,52.0,9,0,6,0,0,16.93280381474216,22.97589728296132,21.93019402894712,20.19525178771592,18.28506029736688
2023-06-27,P001,277.582573518454,0.0,0,22.64534741673885,68.0,11,1,6,0,0,12.118251009719788,27.366527506460464,10.744569846689718,18.64415946296713,17.584207224564928
2023-06-28,P001,771.6289106316594,10.0,0,9.15875436941762,29.0,9,2,6,0,0,22.64534741673885,18.576737813189453,12.699950044822664,17.96970516443547,18.43426276528272
2023-07-01,P001,923.125991699573,0.0,0,10.245418493944015,60.0,11,5,7,1,0,9.15875436941762,21.163513694530696,24.244569551841348,16.62427895818235,18.181320217039506
2023-07-02,P001,896.5137920925328,0.0,0,12.213712373702446,28.0,5,6,7,1,0,10.245418493944015,23.954353176214703,19.34922700808287,15.064551072384257,17.181380855761127
2023-07-04,P001,549.7351060011897,10.0,0,19.200362537970133,74.0,16,1,7,0,0,12.213712373702446,10.396929225912652,15.575231264499234,13.387316672025362,16.671701239019665
2023-07-06,P001,407.37346787922746,30.0,0,17.416835628213878,40.0,10,3,7,0,0,19.200362537970133,16.93280381474216,10.080339904241928,14.644950002319288,16.93063918712473
2023-07-09,P001,653.6934069372226,20.0,0,19.47840555982507,78.0,20,6,7,1,0,17.416835628213878,12.118251009719788,22.97589728296132,14.71409740424382,17.45467459597987
2023-07-16,P001,990.5679635507804,0.0,0,16.432851176127983,46.0,15,6,7,1,0,19.47840555982507,22.64534741673885,27.366527506460464,15.765548054258858,17.204853758612995
2023-07-19,P001,876.5913556893025,10.0,1,21.40195711806868,69.0,17,2,7,0,0,16.432851176127983,9.15875436941762,18.576737813189453,14.87804859131445,16.42387687787496
2023-07-20,P001,140.11303664136773,30.0,1,21.844157992041566,56.0,13,3,7,0,0,21.40195711806868,10.245418493944015,21.163513694530696,16.627077555407457,16.625678256794906
2023-07-21,P001,174.11422956785697,0.0,0,27.72103234980067,72.0,11,4,7,0,0,21.844157992041566,12.213712373702446,23.954353176214703,18.284040340849966,16.67429570661711
2023-07-22,P001,969.489885458334,20.0,0,14.902841278202926,40.0,15,5,7,1,0,27.72103234980067,19.200362537970133,10.396929225912652,20.499371766006853,16.943344219016108
2023-07-23,P001,556.4294943763466,20.0,1,29.79886658332488,61.0,30,6,7,1,0,14.902841278202926,17.416835628213878,16.93280381474216,19.88544015746868,17.265195079893985
2023-07-27,P001,759.0737729975193,5.0,1,20.02629207847894,77.0,10,3,7,0,0,29.79886658332488,19.47840555982507,12.118251009719788,21.65430172248454,18.18419956336418
2023-07-29,P001,402.3732766424603,0.0,0,23.02954458147024,58.0,13,5,7,1,0,20.02629207847894,16.432851176127983,22.64534741673885,21.73257122514938,18.749059639704118
2023-07-30,P001,149.4144018196969,15.0,1,31.587791735622293,96.0,30,6,7,1,0,23.02954458147024,21.40195711806868,9.15875436941762,22.674955997341126,18.776502294327788
2023-08-01,P001,978.4717175993208,30.0,0,12.222303548832528,39.0,14,1,8,0,0,31.587791735622293,21.844157992041566,10.245418493944015,24.130075228420218,20.37857639191384
2023-08-03,P001,413.2271374374276,10.0,1,27.657366376134654,87.0,20,3,8,0,0,12.222303548832528,27.72103234980067,12.213712373702446,22.755524593676068,20.519782467263013
2023-08-05,P001,923.9291930964984,0.0,0,13.746765882683697,47.0,12,5,8,1,0,27.657366376134654,14.902841278202926,19.200362537970133,22.746429454580923,21.62290061029389
2023-08-10,P001,449.7904013891623,5.0,0,20.04091077394113,47.0,15,3,8,0,0,13.746765882683697,29.79886658332488,17.416835628213878,22.581275826649605,21.233357992059144
2023-08-11,P001,538.5246043109059,5.0,0,19.099897755066408,71.0,21,4,8,0,0,20.04091077394113,20.02629207847894,19.47840555982507,21.18728213959478,21.420791931039663
2023-08-16,P001,249.1741138496094,30.0,0,31.624885232685408,116.0,20,2,8,0,0,19.099897755066408,23.02954458147024,16.432851176127983,21.05494009339299,21.393755659271186
2023-08-17,P001,533.8841669152429,20.0,0,19.71182840646054,79.0,9,3,8,0,0,31.624885232685408,31.587791735622293,21.40195711806868,22.282845900709447,22.478900949025284
2023-08-19,P001,221.24840058159725,5.0,0,25.975139506467453,115.0,10,5,8,1,0,19.71182840646054,12.222303548832528,21.844157992041566,20.586279710829196,22.358177469624707
2023-08-20,P001,541.6304001971198,30.0,1,27.8981045091382,120.0,19,6,8,1,0,25.975139506467453,27.657366376134654,27.72103234980067,22.5509705619199,22.65324757779798
2023-08-23,P001,874.5866986488552,10.0,0,12.013871288008302,32.0,7,2,8,0,0,27.8981045091382,13.746765882683697,14.902841278202926,22.58536172377755,22.665895589179232
2023-08-24,P001,431.4365108847219,0.0,0,10.97032153615372,26.0,10,3,8,0,0,12.013871288008302,20.04091077394113,29.79886658332488,22.337805353109633,22.45954058987962
2023-08-25,P001,719.7645720654983,15.0,1,14.828245897677032,38.0,17,4,8,0,0,10.97032153615372,19.099897755066408,20.02629207847894,21.04200689056858,21.114644515081682
2023-08-27,P001,416.4714760040639,10.0,0,21.6054621936604,75.0,10,6,8,1,0,14.828245897677032,31.624885232685408,23.02954458147024,20.43177091094152,20.743355502167258
2023-08-29,P001,336.23600924482906,0.0,1,20.58464671060568,84.0,11,1,8,0,0,21.6054621936604,19.71182840646054,31.587791735622293,19.00042476250938,20.641635331609415
2023-09-07,P001,233.5468403957299,15.0,1,24.982338372641102,85.0,16,3,9,0,0,20.58464671060568,25.975139506467453,12.222303548832528,19.125113091672972,19.855696401251084
2023-09-10,P001,663.8044314053002,20.0,1,33.252063765633764,149.0,20,6,9,1,0,24.982338372641102,27.8981045091382,27.657366376134654,18.983284358269206,20.767127460094553
2023-09-11,P001,870.9147121234021,15.0,1,14.761128743311533,58.0,6,0,9,0,0,33.252063765633764,12.013871288008302,13.746765882683697,19.748135680625715,21.16674870220163
2023-09-13,P001,195.8604733286213,0.0,1,26.380498463501777,57.0,20,2,9,0,0,14.761128743311533,10.97032153615372,20.04091077394113,20.14060103138332,21.239203192246475
2023-09-14,P001,994.047500825802,15.0,0,14.211552069942622,36.0,14,3,9,0,0,26.380498463501777,14.828245897677032,19.099897755066408,22.342054878147326,21.692030884357955
2023-09-22,P001,812.083828229264,10.0,0,13.71682640106941,38.0,12,4,9,0,0,14.211552069942622,21.6054621936604,31.624885232685408,22.253955759899554,21.34286333542054
2023-09-23,P001,813.5600804534098,5.0,0,14.520150211109296,64.0,8,5,9,1,0,13.71682640106941,20.58464671060568,19.71182840646054,21.12700778952941,20.063716276019395
2023-09-24,P001,651.8097763674039,10.0,0,14.5512401891041,38.0,11,6,9,1,0,14.520150211109296,24.982338372641102,25.975139506467453,20.260651146744213,19.692882119208594
2023-09-25,P001,901.3799834012486,0.0,0,10.398279412305945,40.0,5,0,9,0,0,14.5512401891041,33.252063765633764,27.8981045091382,18.770494263381785,18.876889310825497
2023-09-26,P001,455.1444564951165,0.0,0,17.550819775186486,39.0,17,1,9,0,0,10.398279412305945,14.761128743311533,12.013871288008302,15.505667927192096,17.626901803908904
2023-09-30,P001,719.2993593255865,30.0,0,20.418129711936988,43.0,14,5,9,1,0,17.550819775186486,26.380498463501777,10.97032153615372,15.904195217459947,18.022398124421635
2023-10-02,P001,706.0787202221835,0.0,1,14.46942617544454,54.0,6,0,10,0,1,20.418129711936988,14.211552069942622,14.828245897677032,15.052428252950692,18.69724156554901
2023-10-03,P001,833.5069992853819,0.0,1,15.01379576347926,45.0,17,1,10,0,0,14.46942617544454,13.71682640106941,21.6054621936604,15.089267410879538,18.671611585389545
2023-10-06,P001,841.782620406029,20.0,0,16.72997890314627,58.0,16,4,10,0,0,15.01379576347926,14.520150211109296,20.58464671060568,15.274548748366659,18.200778268948035
2023-10-13,P001,618.6064706001408,20.0,0,18.60111274916661,46.0,15,4,10,0,0,16.72997890314627,14.5512401891041,24.982338372641102,15.590238561514797,17.925444854129506
2023-10-15,P001,592.9636998918465,0.0,1,16.28650292080739,42.0,12,6,10,1,0,18.60111274916661,10.398279412305945,33.252063765633764,16.16879178438087,17.46964302388133
2023-10-18,P001,165.68536565239253,25.0,0,23.147995298068405,90.0,21,2,10,0,0,16.28650292080739,17.550819775186486,14.761128743311533,17.00996657130965,16.257817249250873
2023-10-21,P001,153.10942320070058,10.0,0,37.23413595195769,60.0,33,5,10,1,0,23.147995298068405,20.418129711936988,26.380498463501777,17.809563074578495,16.85687914601922
2023-10-22,P001,893.9911706355821,5.0,0,11.444144318435542,30.0,5,6,10,1,0,37.23413595195769,14.46942617544454,14.211552069942622,20.21184968029574,17.632138966623216
2023-10-26,P001,646.5921330319534,0.0,1,16.85929949222562,36.0,10,3,10,0,0,11.444144318435542,15.01379576347926,13.71682640106941,19.77966655786588,17.43446698437271
2023-10-27,P001,372.4395122118441,10.0,0,19.48271796969468,60.0,9,4,10,0,0,16.85929949222562,16.72997890314627,14.520150211109296,20.04330994768679,17.658929348026724
2023-10-28,P001,232.2307243905457,10.0,1,32.25787203058865,107.0,27,5,10,1,0,19.48271796969468,18.60111274916661,14.5512401891041,20.43655838576513,18.013398473639963
2023-10-29,P001,835.4145539531304,25.0,0,16.703721952943493,43.0,9,6,10,1,0,32.25787203058865,16.28650292080739,10.398279412305945,22.38752399739686,19.278157890888867
2023-11-07,P001,288.26751707275827,15.0,0,20.947388231678147,59.0,10,1,11,0,0,16.703721952943493,23.147995298068405,17.550819775186486,22.44712671627344,19.728546643791542
2023-11-08,P001,342.01387410533323,0.0,0,25.41939562748528,113.0,20,2,11,0,0,20.947388231678147,37.23413595195769,20.418129711936988,22.132754278217686,19.97115867639809
2023-11-09,P001,417.838962054284,10.0,1,23.177342927328095,80.0,16,3,11,0,0,25.41939562748528,11.444144318435542,14.46942617544454,20.44493423186449,20.32839195608011
2023-11-10,P001,667.1670121491152,20.0,0,20.077381880040296,67.0,20,4,11,0,0,23.177342927328095,16.85929949222562,15.01379576347926,22.121105461706282,20.95038600978608
2023-11-15,P001,169.58321819438908,15.0,0,15.21360339729406,42.0,11,2,11,0,0,20.077381880040296,19.48271796969468,16.72997890314627,22.580831517108376,21.312070732397586
2023-11-16,P001,826.7488584909946,0.0,0,9.884495790126742,31.0,10,3,11,0,0,15.21360339729406,32.25787203058865,18.60111274916661,21.970958006765432,21.203758196265284
2023-11-18,P001,790.9732823917906,10.0,0,14.39181095246835,35.0,14,5,11,1,0,9.884495790126742,16.703721952943493,16.28650292080739,18.77476140098516,20.58114269919101
2023-11-19,P001,112.4399836877452,10.0,0,37.64913896786119,77.0,37,6,11,1,0,14.39181095246835,20.947388231678147,23.147995298068405,18.444488400917283,20.445807558595362
2023-11-20,P001,365.6404349396548,15.0,0,19.0931332350836,43.0,10,0,11,0,0,37.64913896786119,25.41939562748528,37.23413595195769,20.830452791800575,21.481603535009132
2023-11-29,P001,130.90904591789655,15.0,0,33.29876128046197,112.0,17,2,11,0,0,19.0931332350836,23.177342927328095,11.444144318435542,19.92670102145748,20.185817626660985
2023-11-30,P001,725.0317677580535,0.0,1,16.375639832128897,54.0,16,3,11,0,0,33.29876128046197,20.077381880040296,16.85929949222562,21.37261792904803,21.746861695377156
2023-12-02,P001,995.8139167844976,0.0,1,15.517510318066,69.0,12,5,12,1,0,16.375639832128897,15.21360339729406,19.48271796969468,20.84379763648926,21.71231457679882
2023-12-07,P001,951.5563343167108,0.0,0,13.59627908236929,38.0,14,3,12,0,0,15.517510318066,9.884495790126742,32.25787203058865,20.887212910885246,21.429085458825337
2023-12-09,P001,381.00865565866167,25.0,0,22.12162087606701,48.0,15,5,12,1,0,13.59627908236929,14.39181095246835,16.703721952943493,21.417467666919897,20.096114533952527
2023-12-10,P001,141.1539532860454,25.0,0,20.67162318329633,80.0,21,6,12,1,0,22.12162087606701,37.64913896786119,20.947388231678147,22.52172622743399,20.483107314175637
2023-12-11,P001,115.56457819037432,0.0,0,22.72944729098529,59.0,23,0,12,0,0,20.67162318329633,19.0931332350836,25.41939562748528,20.096366829639013,20.463409810719792
2023-12-12,P001,541.6304001971198,15.0,0,19.995778039220603,84.0,20,1,12,0,0,22.72944729098529,33.29876128046197,23.177342927328095,20.615840266196397,20.271270643826938
2023-12-16,P001,932.0449226772628,10.0,0,19.850688554321437,81.0,14,5,12,1,0,19.995778039220603,16.375639832128897,20.077381880040296,18.7154140888762,20.044016008962114
2023-12-17,P001,997.1334784638548,15.0,1,18.196024095895517,66.0,19,6,12,1,0,19.850688554321437,15.517510318066,15.21360339729406,19.211849620617993,20.027823628553623
2023-12-18,P001,144.35218130297042,30.0,0,25.51078717787298,73.0,17,0,12,0,0,18.196024095895517,13.59627908236929,9.884495790126742,19.594494446022214,20.240853678453732
2023-12-21,P001,739.3778211165975,0.0,1,15.94180163772458,58.0,11,3,12,0,0,25.51078717787298,22.12162087606701,14.39181095246835,21.296567031094167,21.35701734900703
2023-12-23,P001,994.5207894086038,10.0,0,15.817079213185664,63.0,13,5,12,1,0,15.94180163772458,20.67162318329633,37.64913896786119,20.413735711330965,21.467730969382476
2023-12-25,P001,345.5353708870783,25.0,0,28.68561322237007,80.0,29,0,12,0,1,15.817079213185664,22.72944729098529,19.0931332350836,19.720229429886583,19.908298129762795
2023-12-26,P001,865.6576161274336,0.0,0,10.107214394987713,34.0,9,1,12,0,0,28.68561322237007,19.995778039220603,33.29876128046197,20.571110277227266,20.59347527171183
2023-12-29,P001,145.19436842872625,20.0,1,30.185404340691107,85.0,34,4,12,0,0,10.107214394987713,19.850688554321437,16.375639832128897,19.158458328051136,18.936936208463667
2024-01-01,P001,546.3797200234669,30.0,0,15.851061550283973,47.0,18,0,1,0,0,30.185404340691107,18.196024095895517,15.517510318066,20.634846297532516,19.923347959075254
2024-01-08,P001,743.6547573486226,5.0,0,16.385972563089823,61.0,16,0,1,0,0,15.851061550283973,25.51078717787298,13.59627908236929,20.29985164815944,19.947173047090825
2024-01-09,P001,539.6622759961778,20.0,0,12.685803560406004,51.0,13,1,1,0,0,16.385972563089823,15.94180163772458,22.12162087606701,18.996306703190417,20.14643686714229
2024-01-13,P001,236.8537550002291,20.0,0,23.55888570002924,91.0,24,5,1,1,0,12.685803560406004,15.817079213185664,20.67162318329633,18.531164120716337,19.472449916023645
2024-01-14,P001,620.704049679208,10.0,0,13.109298699056945,48.0,13,6,1,1,0,23.55888570002924,28.68561322237007,22.72944729098529,19.637136475979705,19.67868295293314
2024-01-17,P001,828.6213348234863,30.0,0,17.17836513017017,69.0,13,2,1,0,0,13.109298699056945,10.107214394987713,19.995778039220603,17.411948686934974,18.991529482081116
2024-01-19,P001,436.2559950792772,15.0,0,19.135364945796315,55.0,10,4,1,0,0,17.17836513017017,30.185404340691107,19.850688554321437,18.422113077675323,18.79028570286323
2024-01-20,P001,419.4309438756021,0.0,1,23.051112049923997,66.0,17,5,1,1,0,19.135364945796315,15.851061550283973,18.196024095895517,16.84353602126178,18.739191159397148
2024-01-21,P001,422.5620148244349,0.0,0,14.939813021168234,40.0,11,6,1,1,0,23.051112049923997,16.385972563089823,25.51078717787298,17.8721146640675,19.085983156113468
2024-01-23,P001,427.0450338968468,25.0,0,19.68314158362244,60.0,13,1,1,0,0,14.939813021168234,12.685803560406004,15.94180163772458,17.66552044379299,18.330913573491703
2024-01-25,P001,753.9039173705725,0.0,1,15.840809827180363,37.0,15,3,1,0,0,19.68314158362244,23.55888570002924,15.817079213185664,18.665140161395332,18.598152141055834
2024-01-26,P001,724.5452151845357,25.0,0,17.654007303575966,48.0,16,4,1,0,1,15.840809827180363,13.109298699056945,28.68561322237007,17.562557893845497,18.599847184912598
2024-01-27,P001,966.841930230492,10.0,0,16.667810475089375,43.0,20,5,1,1,0,17.654007303575966,17.17836513017017,10.107214394987713,18.211801980205355,17.811875333570164
2024-01-28,P001,396.7253980345466,0.0,1,25.55032778575671,107.0,18,6,1,1,0,16.667810475089375,19.135364945796315,30.185404340691107,18.138865600908098,18.28048933929171
2024-01-29,P001,733.1168478609992,5.0,0,13.33219491440708,53.0,13,0,1,0,0,25.55032778575671,23.051112049923997,15.851061550283973,19.055288863759586,17.949412442510685
2024-01-30,P001,227.66483972731788,15.0,0,24.985991253415417,80.0,29,1,1,0,0,13.33219491440708,14.939813021168234,16.385972563089823,17.66687213011431,17.769493397090905
2024-02-01,P001,957.0465636658184,15.0,0,13.769538379142956,58.0,12,3,2,0,0,24.985991253415417,19.68314158362244,12.685803560406004,19.10204044900676,18.383780446399875
2024-02-02,P001,958.5153994845568,0.0,0,11.591952114182304,38.0,6,4,2,0,0,13.769538379142956,15.840809827180363,23.55888570002924,18.25723999122398,18.46119007630966
2024-02-05,P001,125.78133817923094,15.0,0,30.427776452371425,114.0,16,0,2,0,0,11.591952114182304,17.654007303575966,13.109298699056945,17.650260317938542,17.60640910589202
2024-02-06,P001,322.271963173191,5.0,0,16.25706297762827,55.0,17,1,2,0,0,30.427776452371425,16.667810475089375,17.17836513017017,19.475084482052182,18.843443231128767
2024-02-09,P001,237.54535995330303,0.0,0,20.41770797670537,52.0,10,4,2,0,0,16.25706297762827,25.55032778575671,19.135364945796315,19.41640626812917,18.77763593451863
2024-02-11,P001,725.3947949295598,5.0,1,21.126539601095185,59.0,12,6,2,1,0,20.41770797670537,13.33219491440708,23.051112049923997,18.68317486683612,18.869231865297852
2024-02-12,P001,139.46231683986687,0.0,0,23.69121567286454,60.0,27,0,2,0,0,21.126539601095185,24.985991253415417,14.939813021168234,19.79665267922013,18.731762404667222
2024-02-20,P001,581.3909339208309,15.0,0,19.37023924352837,67.0,16,1,2,0,0,23.69121567286454,13.769538379142956,19.68314158362244,19.611684739141435,19.3568625940741
2024-02-21,P001,339.5330238379679,0.0,0,21.435809880248037,51.0,12,2,2,0,0,19.37023924352837,11.591952114182304,15.840809827180363,20.411784862625066,19.334512426924526
2024-02-22,P001,350.1623414178864,10.0,0,22.73590916311604,74.0,17,3,2,0,0,21.435809880248037,30.427776452371425,17.654007303575966,21.818050257777312,19.734155287857927
